È ò å ð à ö è ÿ : | | 0
È ò å ð à ö è ÿ : | | 2
|[0.         0.66666667 0.        ]| |[0.66666667 0.         0.61111111]| |[0.         0.61111111 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.61111111 0.        ]| |[0.66666667 0.         0.61111111]| |[0.         0.61111111 0.        ]|
|[0.66666667 0.         0.61111111]| |[0.         1.83333333 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.27777778 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.27777778 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         1.77777778 0.        ]| |[0.61111111 0.         0.55555556]|
|[0.         0.61111111 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.55555556 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.55555556 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.55555556 0.        ]|
|[0. 0. 0.]| |[0.         0.27777778 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.27777778 0.        ]| |[0. 0. 0.]|
|[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]|
|[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]|
|[0. 0. 0.]| |[0.         0.27777778 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.27777778 0.        ]| |[0. 0. 0.]|
|[0.         0.61111111 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.55555556 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.55555556 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.55555556 0.        ]|
|[0.66666667 0.         0.61111111]| |[0.         1.77777778 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.27777778 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.27777778 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         1.72222222 0.        ]| |[0.61111111 0.         0.55555556]|
|[0.         0.61111111 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.55555556 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.55555556 0.        ]| |[0.61111111 0.         0.55555556]| |[0.         0.55555556 0.        ]|
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
È ò å ð à ö è ÿ : | | 3
|[0.5        0.         0.41111111]| |[0.         0.88333333 0.        ]| |[0.41111111 0.         0.33703704]| |[0.         0.16851852 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.16851852 0.        ]| |[0.41111111 0.         0.33703704]| |[0.         0.82962963 0.        ]| |[0.41111111 0.         0.33703704]|
|[0.         0.88333333 0.        ]| |[0.88333333 0.         0.73518519]| |[0.         0.78148148 0.        ]| |[0.16851852 0.         0.13888889]| |[0.        0.0462963 0.       ]| |[0.        0.0462963 0.       ]| |[0.16851852 0.         0.13888889]| |[0.         0.77222222 0.        ]| |[0.82962963 0.         0.6962963 ]| |[0.         0.72592593 0.        ]|
|[0.41111111 0.         0.33703704]| |[0.         0.78148148 0.        ]| |[0.33703704 0.         0.27777778]| |[0.         0.13888889 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.13888889 0.        ]| |[0.33703704 0.         0.27777778]| |[0.         0.74259259 0.        ]| |[0.33703704 0.         0.27777778]|
|[0.         0.16851852 0.        ]| |[0.16851852 0.         0.13888889]| |[0.         0.13888889 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.13888889 0.        ]| |[0.16851852 0.         0.13888889]| |[0.         0.13888889 0.        ]|
|[0. 0. 0.]| |[0.        0.0462963 0.       ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.        0.0462963 0.       ]| |[0. 0. 0.]|
|[0. 0. 0.]| |[0.        0.0462963 0.       ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.        0.0462963 0.       ]| |[0. 0. 0.]|
|[0.         0.16851852 0.        ]| |[0.16851852 0.         0.13888889]| |[0.         0.13888889 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.13888889 0.        ]| |[0.16851852 0.         0.13888889]| |[0.         0.13888889 0.        ]|
|[0.41111111 0.         0.33703704]| |[0.         0.77222222 0.        ]| |[0.33703704 0.         0.27777778]| |[0.         0.13888889 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.13888889 0.        ]| |[0.33703704 0.         0.27777778]| |[0.         0.73333333 0.        ]| |[0.33703704 0.         0.27777778]|
|[0.         0.82962963 0.        ]| |[0.82962963 0.         0.6962963 ]| |[0.         0.74259259 0.        ]| |[0.16851852 0.         0.13888889]| |[0.        0.0462963 0.       ]| |[0.        0.0462963 0.       ]| |[0.16851852 0.         0.13888889]| |[0.         0.73333333 0.        ]| |[0.77592593 0.         0.65740741]| |[0.         0.68703704 0.        ]|
|[0.41111111 0.         0.33703704]| |[0.         0.72592593 0.        ]| |[0.33703704 0.         0.27777778]| |[0.         0.13888889 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.13888889 0.        ]| |[0.33703704 0.         0.27777778]| |[0.         0.68703704 0.        ]| |[0.33703704 0.         0.27777778]|
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
È ò å ð à ö è ÿ : | | 4
|[0.         0.62277778 0.        ]| |[0.62277778 0.         0.46938272]| |[0.         0.51080247 0.        ]| |[0.17018519 0.         0.12425926]| |[0.         0.04141975 0.        ]| |[0.         0.04141975 0.        ]| |[0.17018519 0.         0.12425926]| |[0.         0.49851852 0.        ]| |[0.53740741 0.         0.41679012]| |[0.         0.45709877 0.        ]|
|[0.62277778 0.         0.46938272]| |[0.         0.91302469 0.        ]| |[0.51080247 0.         0.38962963]| |[0.         0.25166667 0.        ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.         0.25012346 0.        ]| |[0.49851852 0.         0.38160494]| |[0.         0.82135802 0.        ]| |[0.45709877 0.         0.35074074]|
|[0.         0.51080247 0.        ]| |[0.51080247 0.         0.38962963]| |[0.         0.42049383 0.        ]| |[0.12425926 0.         0.09259259]| |[0.        0.0308642 0.       ]| |[0.        0.0308642 0.       ]| |[0.12425926 0.         0.09259259]| |[0.         0.41246914 0.        ]| |[0.45820988 0.         0.35555556]| |[0.         0.38160494 0.        ]|
|[0.17018519 0.         0.12425926]| |[0.         0.25166667 0.        ]| |[0.12425926 0.         0.09259259]| |[0.        0.0462963 0.       ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.        0.0462963 0.       ]| |[0.12425926 0.         0.09259259]| |[0.         0.23462963 0.        ]| |[0.12425926 0.         0.09259259]|
|[0.         0.04141975 0.        ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.        0.0308642 0.       ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.        0.0308642 0.       ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.        0.0308642 0.       ]|
|[0.         0.04141975 0.        ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.        0.0308642 0.       ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.        0.0308642 0.       ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.        0.0308642 0.       ]|
|[0.17018519 0.         0.12425926]| |[0.         0.25012346 0.        ]| |[0.12425926 0.         0.09259259]| |[0.        0.0462963 0.       ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.        0.0462963 0.       ]| |[0.12425926 0.         0.09259259]| |[0.         0.23308642 0.        ]| |[0.12425926 0.         0.09259259]|
|[0.         0.49851852 0.        ]| |[0.49851852 0.         0.38160494]| |[0.         0.41246914 0.        ]| |[0.12425926 0.         0.09259259]| |[0.        0.0308642 0.       ]| |[0.        0.0308642 0.       ]| |[0.12425926 0.         0.09259259]| |[0.         0.40444444 0.        ]| |[0.44592593 0.         0.34753086]| |[0.         0.37358025 0.        ]|
|[0.53740741 0.         0.41679012]| |[0.         0.82135802 0.        ]| |[0.45820988 0.         0.35555556]| |[0.         0.23462963 0.        ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.04141975 0.00771605 0.0308642 ]| |[0.         0.23308642 0.        ]| |[0.44592593 0.         0.34753086]| |[0.         0.73820988 0.        ]| |[0.40450617 0.         0.31666667]|
|[0.         0.45709877 0.        ]| |[0.45709877 0.         0.35074074]| |[0.         0.38160494 0.        ]| |[0.12425926 0.         0.09259259]| |[0.        0.0308642 0.       ]| |[0.        0.0308642 0.       ]| |[0.12425926 0.         0.09259259]| |[0.         0.37358025 0.        ]| |[0.40450617 0.         0.31666667]| |[0.         0.34271605 0.        ]|
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
È ò å ð à ö è ÿ : | | 5
|[0.46708333 0.         0.34344753]| |[0.         0.65959671 0.        ]| |[0.40256173 0.         0.28582716]| |[0.         0.21978704 0.        ]| |[0.0591142  0.00956996 0.03827984]| |[0.0591142  0.00956996 0.03827984]| |[0.         0.21707305 0.        ]| |[0.37630556 0.         0.2715144 ]| |[0.         0.54572634 0.        ]| |[0.31719136 0.         0.23323457]|
|[0.         0.65959671 0.        ]| |[ 0.66788066 10.          0.46980041]| |[0.         0.53345679 0.        ]| |[0.21978704 0.00128601 0.1523107 ]| |[0.00956996 0.07008642 0.00643004]| |[0.00956996 0.06982922 0.00643004]| |[0.21707305 0.00128601 0.15071605]| |[0.         0.51033333 0.        ]| |[ 0.55401029 10.          0.4015679 ]| |[0.         0.44179012 0.        ]|
|[0.40256173 0.         0.28582716]| |[0.         0.53345679 0.        ]| |[0.324107   0.         0.23082305]| |[0.         0.16517078 0.        ]| |[0.03827984 0.00643004 0.02572016]| |[0.03827984 0.00643004 0.02572016]| |[0.         0.16357613 0.        ]| |[0.30979424 0.         0.22246914]| |[0.         0.45924486 0.        ]| |[0.2715144  0.         0.19674897]|
|[0.         0.21978704 0.        ]| |[0.21978704 0.00128601 0.1523107 ]| |[0.         0.16517078 0.        ]| |[0.05741975 0.         0.03858025]| |[0.         0.01286008 0.        ]| |[0.         0.01286008 0.        ]| |[0.05741975 0.         0.03858025]| |[0.         0.16099383 0.        ]| |[0.18873457 0.00128601 0.13437243]| |[0.         0.14813374 0.        ]|
|[0.0591142  0.00956996 0.03827984]| |[0.00956996 0.07008642 0.00643004]| |[0.03827984 0.00643004 0.02572016]| |[0.         0.01286008 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.01286008 0.        ]| |[0.03827984 0.00643004 0.02572016]| |[0.00956996 0.064107   0.00643004]| |[0.03827984 0.00643004 0.02572016]|
|[0.0591142  0.00956996 0.03827984]| |[0.00956996 0.06982922 0.00643004]| |[0.03827984 0.00643004 0.02572016]| |[0.         0.01286008 0.        ]| |[0. 0. 0.]| |[0. 0. 0.]| |[0.         0.01286008 0.        ]| |[0.03827984 0.00643004 0.02572016]| |[0.00956996 0.06384979 0.00643004]| |[0.03827984 0.00643004 0.02572016]|
|[0.         0.21707305 0.        ]| |[0.21707305 0.00128601 0.15071605]| |[0.         0.16357613 0.        ]| |[0.05741975 0.         0.03858025]| |[0.         0.01286008 0.        ]| |[0.         0.01286008 0.        ]| |[0.05741975 0.         0.03858025]| |[0.         0.15939918 0.        ]| |[0.18602058 0.00128601 0.13277778]| |[0.         0.14653909 0.        ]|
|[0.37630556 0.         0.2715144 ]| |[0.         0.51033333 0.        ]| |[0.30979424 0.         0.22246914]| |[0.         0.16099383 0.        ]| |[0.03827984 0.00643004 0.02572016]| |[0.03827984 0.00643004 0.02572016]| |[0.         0.15939918 0.        ]| |[0.29548148 0.         0.21411523]| |[0.         0.43866049 0.        ]| |[0.25720165 0.         0.18839506]|
|[0.         0.54572634 0.        ]| |[ 0.55401029 10.          0.4015679 ]| |[0.         0.45924486 0.        ]| |[0.18873457 0.00128601 0.13437243]| |[0.00956996 0.064107   0.00643004]| |[0.00956996 0.06384979 0.00643004]| |[0.18602058 0.00128601 0.13277778]| |[0.         0.43866049 0.        ]| |[ 0.46320782 10.          0.34443416]| |[0.         0.37609671 0.        ]|
|[0.31719136 0.         0.23323457]| |[0.         0.44179012 0.        ]| |[0.2715144  0.         0.19674897]| |[0.         0.14813374 0.        ]| |[0.03827984 0.00643004 0.02572016]| |[0.03827984 0.00643004 0.02572016]| |[0.         0.14653909 0.        ]| |[0.25720165 0.         0.18839506]| |[0.         0.37609671 0.        ]| |[0.21892181 0.         0.1626749 ]|
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
È ò å ð à ö è ÿ : | | 6
|[0.         0.50539501 0.        ]| |[0.52183035 1.66666667 0.35324672]| |[0.         0.42259208 0.        ]| |[0.2033338  0.00212833 0.13416392]| |[0.01860653 0.07998699 0.01064163]| |[0.01860653 0.07940132 0.01064163]| |[0.19568416 0.00212833 0.1304928 ]| |[0.        0.3859947 0.       ]| |[0.39332155 1.66666667 0.27702305]| |[0.         0.30872171 0.        ]|
|[0.52183035 1.66666667 0.35324672]| |[1.66666667 0.65353381 1.66666667]| |[0.43190484 1.666881   0.28823059]| |[0.00212833 0.24141893 0.00128601]| |[0.07998699 0.01782387 0.05008052]| |[0.07940132 0.01786674 0.04977188]| |[0.00212833 0.23590501 0.00128601]| |[0.39530746 1.666881   0.26848395]| |[1.66666667 0.52210336 1.66666667]| |[0.31803447 1.66666667 0.21999808]|
|[0.         0.42259208 0.        ]| |[0.43190484 1.666881   0.28823059]| |[0.         0.33616776 0.        ]| |[0.15544719 0.00128601 0.10210082]| |[0.01064163 0.05436722 0.00643004]| |[0.01064163 0.05405857 0.00643004]| |[0.15177606 0.00128601 0.10017695]| |[0.        0.3147284 0.       ]| |[0.34135151 1.666881   0.23573388]| |[0.         0.26195583 0.        ]|
|[0.2033338  0.00212833 0.13416392]| |[0.00212833 0.24141893 0.00128601]| |[0.15544719 0.00128601 0.10210082]| |[0.         0.07725761 0.        ]| |[0.02128326 0.00321502 0.01286008]| |[0.02128326 0.00321502 0.01286008]| |[0.         0.07629568 0.        ]| |[0.14567798 0.00128601 0.09702263]| |[0.00212833 0.19888889 0.00128601]| |[0.12439472 0.00128601 0.08416255]|
|[0.01860653 0.07998699 0.01064163]| |[0.07998699 0.01782387 0.05008052]| |[0.01064163 0.05436722 0.00643004]| |[0.02128326 0.00321502 0.01286008]| |[0.         0.00428669 0.        ]| |[0.         0.00428669 0.        ]| |[0.02128326 0.00321502 0.01286008]| |[0.01064163 0.05267449 0.00643004]| |[0.06565734 0.01598498 0.04272497]| |[0.01064163 0.04838779 0.00643004]|
|[0.01860653 0.07940132 0.01064163]| |[0.07940132 0.01786674 0.04977188]| |[0.01064163 0.05405857 0.00643004]| |[0.02128326 0.00321502 0.01286008]| |[0.         0.00428669 0.        ]| |[0.         0.00428669 0.        ]| |[0.02128326 0.00321502 0.01286008]| |[0.01064163 0.05236584 0.00643004]| |[0.06507167 0.01602785 0.04241632]| |[0.01064163 0.04807915 0.00643004]|
|[0.19568416 0.00212833 0.1304928 ]| |[0.00212833 0.23590501 0.00128601]| |[0.15177606 0.00128601 0.10017695]| |[0.         0.07629568 0.        ]| |[0.02128326 0.00321502 0.01286008]| |[0.02128326 0.00321502 0.01286008]| |[0.         0.07533374 0.        ]| |[0.14200686 0.00128601 0.09509877]| |[0.00212833 0.19407517 0.00128601]| |[0.12072359 0.00128601 0.08223868]|
|[0.        0.3859947 0.       ]| |[0.39530746 1.666881   0.26848395]| |[0.        0.3147284 0.       ]| |[0.14567798 0.00128601 0.09702263]| |[0.01064163 0.05267449 0.00643004]| |[0.01064163 0.05236584 0.00643004]| |[0.14200686 0.00128601 0.09509877]| |[0.         0.29413539 0.        ]| |[0.31349239 1.666881   0.21973045]| |[0.         0.24305556 0.        ]|
|[0.39332155 1.66666667 0.27702305]| |[1.66666667 0.52210336 1.66666667]| |[0.34135151 1.666881   0.23573388]| |[0.00212833 0.19888889 0.00128601]| |[0.06565734 0.01598498 0.04272497]| |[0.06507167 0.01602785 0.04241632]| |[0.00212833 0.19407517 0.00128601]| |[0.31349239 1.666881   0.21973045]| |[1.66666667 0.42163299 1.66666667]| |[0.25054904 1.66666667 0.17860014]|
|[0.         0.30872171 0.        ]| |[0.31803447 1.66666667 0.21999808]| |[0.         0.26195583 0.        ]| |[0.12439472 0.00128601 0.08416255]| |[0.01064163 0.04838779 0.00643004]| |[0.01064163 0.04807915 0.00643004]| |[0.12072359 0.00128601 0.08223868]| |[0.         0.24305556 0.        ]| |[0.25054904 1.66666667 0.17860014]| |[0.         0.19626241 0.        ]|
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
È ò å ð à ö è ÿ : | | 7
|[0.38726393 0.66666667 0.26764744]| |[0.66666667 0.5208964  0.61111111]| |[0.35219042 0.6115725  0.23003898]| |[0.00550296 0.21841853 0.00276833]| |[0.08747988 0.02605653 0.05330526]| |[0.0853332  0.02618081 0.05240246]| |[0.00550296 0.2074163  0.00276833]| |[0.30351186 0.6115725  0.20344943]| |[0.66666667 0.37969551 0.61111111]| |[0.22368162 0.61111111 0.1538153 ]|
|[0.66666667 0.5208964  0.61111111]| |[0.54259941 1.83340478 0.34629786]| |[0.6115725  0.42412457 0.55580561]| |[0.22453774 0.28206414 0.14047126]| |[0.02605653 0.09261703 0.01468029]| |[0.02618081 0.09135375 0.01473888]| |[0.21353551 0.28207129 0.13515486]| |[0.6115725  0.37979722 0.55580561]| |[0.3962863  1.77784922 0.26312449]| |[0.61111111 0.29269411 0.55555556]|
|[0.35219042 0.6115725  0.23003898]| |[0.6115725  0.42412457 0.55580561]| |[0.29096877 0.55605567 0.18613843]| |[0.00276833 0.16630816 0.00150034]| |[0.06253302 0.01593058 0.03763978]| |[0.06163022 0.01598916 0.03721626]| |[0.00276833 0.16054931 0.00150034]| |[0.25927734 0.55605567 0.16935764]| |[0.6115725  0.32383869 0.55580561]| |[0.20041544 0.55580561 0.13364172]|
|[0.00550296 0.21841853 0.00276833]| |[0.22453774 0.28206414 0.14047126]| |[0.00276833 0.16630816 0.00150034]| |[0.08356845 0.00150034 0.05119657]| |[0.00692082 0.02958776 0.00375086]| |[0.00692082 0.02937599 0.00375086]| |[0.08072006 0.00150034 0.04986924]| |[0.00276833 0.15240394 0.00150034]| |[0.16856446 0.28154633 0.10975549]| |[0.00276833 0.12377812 0.00150034]|
|[0.08747988 0.02605653 0.05330526]| |[0.02605653 0.09261703 0.01468029]| |[0.06253302 0.01593058 0.03763978]| |[0.00692082 0.02958776 0.00375086]| |[0.00922775 0.00250057 0.00500114]| |[0.00922775 0.00250057 0.00500114]| |[0.00692082 0.02914531 0.00375086]| |[0.05743112 0.01534198 0.03528537]| |[0.02036082 0.07291546 0.01209123]| |[0.04820337 0.01409169 0.03028422]|
|[0.0853332  0.02618081 0.05240246]| |[0.02618081 0.09135375 0.01473888]| |[0.06163022 0.01598916 0.03721626]| |[0.00692082 0.02937599 0.00375086]| |[0.00922775 0.00250057 0.00500114]| |[0.00922775 0.00250057 0.00500114]| |[0.00692082 0.02893355 0.00375086]| |[0.05652833 0.01540056 0.03486184]| |[0.02048509 0.07183458 0.01214982]| |[0.04730057 0.01415027 0.0298607 ]|
|[0.00550296 0.2074163  0.00276833]| |[0.21353551 0.28207129 0.13515486]| |[0.00276833 0.16054931 0.00150034]| |[0.08072006 0.00150034 0.04986924]| |[0.00692082 0.02914531 0.00375086]| |[0.00692082 0.02893355 0.00375086]| |[0.07787167 0.00150034 0.04854191]| |[0.00276833 0.14690286 0.00150034]| |[0.16060476 0.28155348 0.10559323]| |[0.00276833 0.11871948 0.00150034]|
|[0.30351186 0.6115725  0.20344943]| |[0.6115725  0.37979722 0.55580561]| |[0.25927734 0.55605567 0.16935764]| |[0.00276833 0.15240394 0.00150034]| |[0.05743112 0.01534198 0.03528537]| |[0.05652833 0.01540056 0.03486184]| |[0.00276833 0.14690286 0.00150034]| |[0.23122226 0.55605567 0.15396564]| |[0.6115725  0.29147007 0.55580561]| |[0.17746226 0.55580561 0.12060414]|
|[0.66666667 0.37969551 0.61111111]| |[0.3962863  1.77784922 0.26312449]| |[0.6115725  0.32383869 0.55580561]| |[0.16856446 0.28154633 0.10975549]| |[0.02036082 0.07291546 0.01209123]| |[0.02048509 0.07183458 0.01214982]| |[0.16060476 0.28155348 0.10559323]| |[0.6115725  0.29147007 0.55580561]| |[0.29588874 1.72229367 0.20304903]| |[0.61111111 0.22336832 0.55555556]|
